51303512055,caf,149,5
51303515075,ffd,59,15
51303523559,aaf,96,198
51303546429,cad,127,173
51303555349,aae,120,250
51303579085,fdb,168,328
51303594203,edf,156,284
51303610230,fcc,199,213
51303613493,ebc,256,127
51303629093,eef,229,233
51303630722,ada,69,291
51303668527,cfa,38,23
51303796788,gag,204,21
51303801677,cfa,81,18
51303821246,bgg,71,223
51303862782,cec,152,263
51303867484,gge,148,131
51303868337,ffg,113,124
51303885679,dgd,4,237
51303902061,faa,56,116
51303944893,geg,290,85
51303951182,eec,53,92
51303951881,bcf,221,192
51303988063,dbe,238,53
51304017055,dfb,84,161
51304029256,gcd,30,313
51304033869,cbd,73,281
51304054498,gaa,117,241
51304056406,aac,251,95
51304076063,agg,277,181
51304082605,bab,3,238
51304090355,fdb,220,265
51304141102,fca,184,312
51304143723,cea,112,298
51304189515,ebe,149,262
51304216909,ged,127,168
51304236712,cbc,76,21
51304264866,eda,173,157
51304271143,gef,247,226
51304290165,ecf,137,180
51304336048,fee,66,17
51304340511,bba,168,80
51304365328,dfc,104,31
51304413342,aff,32,237
51304439595,acc,219,189
51304484127,ccb,169,46
51304494961,aba,248,95
51304502483,bef,216,245
51304522288,gba,253,33
51304522686,gec,64,293
51304533681,dea,270,211
51304633645,ebe,95,298
51304643284,adf,159,315
51304653502,deg,241,100
51304663450,fdb,137,310
51304670758,fae,107,150
51304672635,aef,34,133
51304674060,ada,2,343
51304685710,cae,200,28
51304685742,dgf,171,93
51304698686,eba,269,89
51304699840,bgd,125,75
51304712978,baa,272,246
51304713931,fcd,48,143
51304744142,dgc,202,24
51304768881,dac,273,55
51304806397,fge,93,196
51304834686,cec,47,260
51304857613,geb,229,245
51304859828,cdg,192,248
51304892256,cgg,170,135
51304913652,ebb,223,83
51304922908,cgb,77,148
51304926248,ade,94,141
51304927332,bbd,253,190
51304930219,ddb,50,227
51304954138,adb,85,171
51304997576,afc,214,291
51304998212,bbc,91,140
51305010050,ege,175,7
51305034722,dbf,32,118
51305038503,fed,73,150
51305044758,fbe,3,251
51305053254,dgd,175,234
51305065332,fed,6,147
51305066621,ead,99,262
51305122075,dbd,247,250
51305123662,dbg,208,134
51305140775,bdd,3,64
51305151097,cdg,90,215
51305186618,fbd,173,224
51305187838,cfb,121,139
51305221295,dac,157,51
51305240383,agc,238,170
51305249131,beb,209,230
51305264491,afd,84,57
51305269626,ecc,38,266
51305270761,dgg,43,158
51305274024,ege,121,8
51305299919,afe,11,186
51305313128,eed,277,270
51305328177,bbe,269,180
51305344948,egb,156,257
51305346769,ece,31,214
51305410023,edf,183,286
51305422218,bbf,114,63
51305433560,bga,61,294
51305456468,gef,193,259
51305499279,adg,23,252
51305512996,ggg,62,164
51305539235,egg,18,201
51305573360,dbc,16,82
51305579188,fcc,82,225
51305615052,adc,37,88
51305640759,ffd,87,14
51305719460,eff,183,29
51305752711,bfc,241,153
51305759621,cea,205,318
51305770328,fdf,60,135
51305771926,dba,193,183
51305794666,bbe,254,169
51305800442,cce,189,291
51305814910,ced,61,18
51305822979,eaf,272,57
51305839745,dde,21,132
51305845565,cgb,296,153
51305870411,ggb,143,67
51305936755,aae,149,202
51305945927,cef,295,84
51305998761,ggd,172,285
51306027631,dgc,79,25
51306029481,bfg,43,334
51306038164,fab,33,12
51306041445,fbc,183,239
51306041848,afd,171,51
51306043016,ega,286,127
51306073066,agb,251,55
51306074288,dfa,128,336
51306090667,bge,270,194
51306136816,cdd,269,23
51306164605,ced,210,18
51306198569,bce,169,15
51306200036,agb,194,61
51306214944,cgf,246,95
51306222372,bfa,70,196
51306224187,bcf,298,215
51306278202,fef,22,74
51306284324,fbg,28,249
51306289672,feb,81,250
51306326763,bgc,191,115
51306332861,fgb,170,55
51306337006,beg,6,129
51306343726,dbf,28,99
51306370524,cee,210,43
51306386551,gga,283,65
51306392284,edc,121,257
51306399749,efd,144,159
51306418025,add,205,157
51306443050,gbf,277,174
51306451454,dfd,151,268
51306455454,afc,35,291
51306519959,cdc,163,253
51306530292,fge,199,223
51306531770,ebg,82,120
51306549622,fde,268,175
51306550501,dec,73,195
51306572215,bge,91,186
51306586581,ade,239,157
51306603262,dbb,91,87
51306629646,ecd,221,90
51306648457,gcf,253,111
51306653078,gbc,260,198
51306666270,aab,148,289
51306672929,dbf,15,117
51306682093,bde,296,182
51306715568,agb,177,70
51306717151,aga,55,237
51306729646,gac,239,211
51306734906,bff,275,250
51306735718,fce,20,172
51306755115,ccd,125,61
51306764337,gfa,285,307
51306780578,bgc,137,117
51306794531,caa,4,290
51306805824,fgc,44,144
51306807428,beg,153,140
51306819816,gbd,60,24
51306823996,ecb,213,288
51306847503,fbb,206,110
51306862376,dfc,199,35
51306875755,def,21,133
51306905560,gfe,244,66
51306922782,bbb,45,218
51306927084,deg,167,85
51306942301,bfc,113,123
51306947540,gfd,167,243
51306976158,gbb,188,122
51307014090,dga,78,257
51307019692,cda,158,280
51307068955,aeb,75,139
51307079050,cba,209,104
51307113045,eed,195,253
51307134755,eag,6,255
51307159877,egg,223,198
51307202736,efa,69,224
51307226286,gea,38,135
51307229804,gee,17,127
51307248036,ebf,296,232
51307251712,cab,190,298
51307272654,bde,128,191
51307276615,acg,182,40
51307278681,efc,236,75
51307294738,beg,247,119
51307299512,cgd,74,272
51307301943,eea,2,101
51307304013,agf,48,275
51307316490,bgb,268,227
51307317146,bda,81,156
51307332989,ddc,283,186
51307359466,ggc,276,141
51307362926,ffc,68,50
51307404445,cca,175,206
51307433770,ede,113,36
51307464822,faf,295,212
51307465406,aea,236,280
51307472167,aec,115,269
51307512541,bad,196,279
51307513985,aaa,278,231
51307514216,ecc,114,242
51307515638,ecg,116,142
51307534498,eeb,48,265
51307535767,gfg,105,149
51307535910,fgf,250,215
51307557299,bcc,194,230
51307558411,afa,78,286
51307561197,cdg,13,202
51307576474,ege,24,7
51307630850,gca,170,78
51307639615,ege,250,6
51307642264,ddf,137,220
51307658133,cga,20,192
51307666978,fdg,246,127
51307694519,ggf,284,283
51307707185,cbb,246,122
51307722975,aee,228,204
51307767443,egf,28,145
51307793054,afc,105,235
51307799075,bcb,76,299
51307808516,ffb,69,95
51307869093,ded,192,119
51307878470,cfe,165,241
51307879643,bfe,91,134
51307895940,cdc,264,202
51307901536,gge,185,132
51307903681,dbb,51,75
51307906905,cdf,17,96
51307919674,ecf,39,167
51307921711,abe,63,167
51307924780,gbg,231,7
51307929596,cac,286,124
51307957920,cda,260,313
51307968677,dca,283,171
51307979943,bbe,294,158
51307991014,abe,17,158
51308035721,dab,48,117
51308055426,cce,205,311
51308074345,bfd,120,290
51308074804,age,295,142
51308076890,ddf,18,176
51308078900,gbe,46,142
51308089201,edg,230,238
51308104779,bae,69,68
51308114861,ccg,105,221
51308127615,abg,278,243
51308139524,cdb,109,177
51308184308,cde,18,141
51308226695,fba,279,97
51308247192,ceb,267,86
51308252443,ede,206,39
51308267453,gag,243,20
51308271378,eac,85,241
51308284613,fcc,210,218
51308287739,fae,179,122
51308290427,dga,230,290
51308295734,bbg,191,94
51308298973,eaa,160,110
51308304796,edc,14,231
51308316503,bca,216,83
51308323517,gff,18,67
51308327725,afb,252,253
51308329354,bec,192,49
51308330545,eca,35,225
51308332665,dac,127,41
51308339743,acf,101,174
51308354986,gca,41,75
51308361461,bee,116,34
51308367489,dad,118,11
51308368172,deb,212,65
51308374970,edb,138,151
51308390305,egd,284,236
51308393597,gdb,222,148
51308413745,eaf,179,45
51308421347,bdf,217,274
51308422586,eab,206,174
51308424288,abb,230,21
51308448324,bcc,255,195
51308461650,dcc,163,131
51308478753,gaa,286,262
51308510555,cac,288,102
51308546117,fad,193,285
51308546987,dcd,146,159
51308549035,dcg,272,276
51308567973,daf,43,121
51308570894,efe,57,210
51308572004,cbe,5,259
51308578900,bcg,191,281
51308579663,dcf,31,47
51308596983,dgb,45,215
51308605560,feg,183,264
51308606049,dda,58,206
51308609816,gfb,231,259
51308610380,ddd,135,206
51308638559,dae,54,85
51308642711,egb,266,303
51308651202,cba,122,106
51308658072,fbb,237,118
51308682908,ffg,114,122
51308685047,cbg,296,135
51308696699,dee,255,88
51308701479,fga,11,286
51308709216,ade,142,153
51308732375,egg,208,162
51308738257,daa,151,224
51308745065,bad,34,315
51308745892,egc,110,282
51308747872,acc,261,190
51308748961,fca,223,371
51308752006,gff,296,67
51308769968,fea,84,111
51308770197,dge,199,17
51308788848,fee,58,15
51308790673,ffe,292,86
51308807180,gba,231,35
51308818415,fbg,297,273
51308825680,dfb,212,167
51308846366,dff,168,50
51308858920,cff,100,110
51308861645,gce,210,100
51308868365,eee,110,178
51308873454,aae,280,163
51308899887,gdf,46,203
51308950968,fdc,41,34
51308973508,faa,243,129
51308973956,bdg,188,91
51309000075,bda,16,146
51309020035,bdg,172,86
51309061388,bca,57,89
51309062616,dbf,107,132
51309071400,ded,164,116
51309075453,afb,59,265
51309091889,ada,281,339
51309095908,bfb,127,267
51309114557,gfc,207,233
51309119865,gde,237,221
51309132191,ggf,144,254
51309143783,cgd,72,220
51309144576,aad,99,90
51309148615,eae,41,102
51309149749,ace,232,86
51309186627,edd,138,22
51309187916,ebf,294,218
51309225672,cdg,292,206
51309251489,afg,108,148
51309262447,fff,40,134
51309264642,bef,187,286
51309269754,cfd,236,198
51309296195,dcb,102,247
51309300411,acb,65,204
51309302244,bbg,165,94
51309309564,gda,123,81
51309323817,cag,34,105
51309334490,aeg,81,79
51309337678,eef,18,230
51309340321,gff,200,64
51309384251,bag,106,281
51309387315,cea,58,314
51309396332,gad,142,144
51309420914,bcd,222,124
51309422027,gdc,255,102
51309431946,fec,190,217
51309433091,cfc,190,96
51309447412,abd,250,22
51309476792,bea,217,212
51309492587,ede,249,36
51309499468,efg,18,89
51309503524,gcc,48,86
51309531241,dgc,272,20
51309548955,ebe,117,247
51309555236,baa,129,221
51309570320,cbf,164,131
51309576984,cca,114,218
51309602987,acd,61,86
51309607216,cbg,214,128
51309608218,fbb,216,122
51309614908,caa,78,240
51309623140,ddg,229,128
51309632434,bdb,186,86
51309641378,bfg,104,384
51309648085,dag,108,287
51309672407,fgd,28,107
51309672759,dba,105,183
51309674651,fdd,286,116
51309725324,ffd,36,15
51309731389,gaf,64,130
51309737511,fbf,248,76
51309742283,eef,105,257
51309759157,cge,200,202
51309810933,gab,118,72
51309856460,cgc,17,284
51309865869,fae,225,102
51309868141,bac,194,12
51309875322,aca,209,297
51309909159,ebd,147,92
51309910098,bgf,288,274
51309942153,bcc,267,198
51309943934,bfb,149,269
51309949746,bed,68,244
51309961166,efe,32,170
51309961266,gda,243,70
51309973749,abf,77,66
51309979159,gab,70,74
51310034653,ccc,88,288
51310036029,egb,232,254
51310036987,egd,283,266
51310056299,cgg,224,156
51310096450,fcd,225,167
51310106231,bgg,84,180
51310109697,fad,145,293
51310151350,aba,206,90
51310267401,abc,130,240
51310269988,dgf,243,109
51310274408,fac,196,239
51310296779,aac,137,81
51310301110,dec,6,196
51310301605,ceg,28,204
51310311195,aee,203,193
51310312132,cbd,35,286
51310325496,afb,49,304
51310338771,bge,61,169
51310348895,dfe,112,244
51310363384,fab,15,11
51310373655,age,197,120
51310377834,cae,108,31
51310384964,ege,186,5
51310402203,ebg,56,127
51310416964,dec,235,190
51310422063,baf,263,61
51310424126,dgd,214,203
51310446132,gae,209,106
51310450429,bgc,124,113
51310492668,bgc,102,125
51310505372,gcb,59,76
51310506294,cea,102,276
51310586553,bdb,209,89
51310610058,cee,285,35
51310622675,abg,36,245
51310627896,dca,250,136
51310661914,fbf,122,82
51310668620,gdg,59,160
51310682918,dga,94,255
51310706644,ggd,270,316
51310709466,dea,192,246
51310711203,bcc,6,162
51310722455,cge,205,169
51310734037,eba,187,88
51310748059,fag,39,182
51310761868,daf,225,134
51310766855,ada,109,318
51310801138,bgb,237,222
51310805823,dee,103,77
51310835066,fcg,146,154
51310865477,ccb,259,45
51310869773,bdg,70,77
51310878075,bge,270,179
51310896041,fdb,173,297
51310900090,bbc,124,133
51310902952,ccg,299,225
51310921479,agg,165,188
51310931771,abg,28,289
51310963124,ged,267,166
51310965488,fbb,79,128
51310969389,beg,218,128
51310971206,eea,297,87
51311018763,fbd,200,208
51311031940,bdc,35,255
51311035716,efb,72,280
51311076504,ffe,274,72
51311097019,ded,290,128
51311123477,fbe,67,200
51311129393,fba,244,87
51311135980,dag,23,235
51311148799,edf,97,271
51311154453,bbe,242,139
51311161718,fda,134,99
51311247252,eda,70,133
51311248971,dbc,87,87
51311256934,aag,178,31
51311275762,caa,226,261
51311278328,bec,255,47
51311287984,dea,212,277
51311307698,agc,66,180
51311309913,cec,10,213
51311320166,gcg,58,7
51311326689,bfe,108,136
51311341196,cdg,13,224
51311344457,aca,219,255
51311354966,cfa,39,20
51311363079,dfg,84,31
51311364860,acg,143,42
51311365477,fbg,26,283
51311366931,fdf,245,149
51311381390,dde,120,129
51311386053,dgg,291,181
51311390427,bfe,245,134
51311410223,afc,16,274
51311410692,cca,170,244
51311413161,dbd,238,297
51311413254,fee,116,14
51311434472,eeg,134,297
51311446505,cea,270,262
51311452160,bdd,120,55
51311467841,dga,159,270
51311478311,cef,296,84
51311486233,afe,78,169
51311494619,ffc,178,45
51311558873,bbd,99,218
51311569504,dfc,77,28
51311570985,ddc,58,195
51311574401,fgg,136,62
51311598430,cfg,191,74
51311624046,fbg,135,285
51311628308,gdf,1,172
51311635431,aaa,96,244
51311646111,gaa,296,269
51311658952,ffa,207,12
51311667263,efb,97,324
51311684277,ddb,248,202
51311729910,geg,22,80
51311736860,acf,58,175
51311768980,dcb,284,286
51311778463,edg,12,261
51311789414,ecc,101,251
51311797042,add,123,133
51311811909,ggg,200,193
51311857920,gcc,205,93
51311858801,eca,294,218
51311882036,dce,45,99
51311884487,geb,138,198
51311887730,dcb,70,308
51311925706,eab,41,189
51311940213,ebc,235,132
51311960434,bef,188,268
51311980793,bdb,183,105
51312004779,fcf,45,174
51312075721,agd,25,215
51312082159,cgg,223,132
51312084328,eea,231,73
51312085173,gef,28,264
51312086915,ggc,55,166
51312113945,ede,113,42
51312114990,ead,57,209
51312117136,ffd,81,12
51312127111,bec,45,37
51312137868,fge,242,256
51312139837,fdb,150,270
51312174045,cdb,269,150
51312186002,aaf,251,201
51312196934,eff,148,28
51312217889,dfd,32,270
51312218003,afa,128,323
51312242619,ebe,148,247
51312243543,ddb,27,161
51312245179,cfb,212,113
51312253978,fcd,166,153
51312333807,aca,77,257
51312366385,fdb,1,234
51312384879,ffc,294,44
51312417784,fee,118,16
51312428112,cfe,231,226
51312443456,bac,295,10
51312453940,adc,103,94
51312460946,adg,138,201
51312461544,aef,124,119
51312472897,afe,73,167
51312484390,cba,160,124
51312494674,cdf,18,89
51312499280,gce,55,98
51312506519,bgc,45,135
51312525586,fcb,167,13
51312534482,aed,178,32
51312536579,aeg,74,67
51312550803,ddg,17,130
51312558423,dfc,189,33
51312588654,ged,95,142
51312611496,ecd,3,82
51312642678,ffe,167,72
51312644673,gec,19,269
51312668473,gbc,17,194
51312678593,bbd,5,244
51312687641,fff,83,140
51312694859,beb,36,188
51312721030,dgc,106,16
51312733461,cad,281,190
51312758808,feb,127,245
51312786587,bgd,145,72
51312818263,bee,72,27
51312825426,ccf,159,277
51312830317,gge,92,151
51312832500,gdd,276,158
51312848334,bbf,287,50
51312868678,bed,264,263
51312874230,abe,273,183
51312878303,fba,134,88
51312906671,fbf,177,70
51312910529,dgf,53,98
51312911577,fag,72,172
51312956872,eeb,222,233
51312958250,bbc,117,156
51312976226,bbd,191,278
51313016232,ece,291,184
51313029318,eaf,245,37
51313058743,bce,299,15
51313112958,aee,84,177
51313113426,cdd,57,26
51313140859,ebg,150,129
51313146676,ecg,216,126
51313148763,dgb,82,208
51313156486,fgd,192,90
51313185203,aee,50,175
51313199343,bed,45,305
51313203712,acd,15,91
51313209079,dbe,171,46
51313212641,dbe,172,40
51313220551,cag,144,89
51313254251,fec,50,193
51313255802,cab,269,321
51313273137,aff,135,227
51313274055,eec,246,83
51313286469,bfa,22,197
51313297500,adb,138,157
51313307241,aae,99,185
51313309361,bea,61,250
51313312322,eaf,171,39
51313363180,bae,271,68
51313363255,gca,12,84
51313367122,bac,26,9
51313369750,fba,234,90
51313397107,bae,228,63
51313404872,eag,185,239
51313408292,fga,50,257
51313415396,cfc,192,98
51313417910,cgc,158,266
51313418157,aeb,78,164
51313431083,bba,99,80
51313441653,fdc,195,30
51313497352,fdg,249,127
51313500363,bgd,212,74
51313503808,caf,116,5
51313538586,dbg,258,108
51313548463,fde,126,199
51313573656,efc,226,70
51313629294,adb,156,158
51313644880,feg,70,253
51313645151,bag,5,311
51313661927,fgf,154,236
51313707074,bga,269,244
51313710182,abe,210,177
51313732742,fed,12,173
51313747610,ceg,232,173
51313763914,cbc,22,16
51313765175,gbg,159,7
51313788644,cgf,203,82
51313798015,dde,220,113
51313806920,aaa,26,197
51313834592,afd,10,53
51313850086,efa,251,183
51313859323,fce,248,199
51313864189,ffb,231,96
51313868521,fca,241,304
51313877155,cdc,99,169
51313914770,acb,76,199
51313924453,ffa,158,13
51313929689,gcd,189,303
51313935648,aeb,100,134
51313946002,fbc,255,207
51313955107,gdb,147,167
51313959655,age,204,106
51313977942,ega,5,144
51313978968,dcb,115,320
51313987014,dfa,79,346
51314000288,fge,157,289
51314002083,gfg,222,171
51314023170,aab,220,262
51314026194,ggc,26,184
51314041941,dag,54,216
51314068612,bab,199,273
51314105530,bdf,30,320
51314116266,dce,102,108
51314124991,eab,64,204
51314162524,cgc,210,234
51314164302,ced,241,19
51314168623,edb,248,176
51314190424,gfa,128,362
51314228113,cbf,214,148
51314240349,bdc,170,262
51314241547,geb,69,170
51314243334,fbe,122,160
51314260289,ebb,196,80
51314341511,gde,26,218
51314360648,dfc,224,33
51314412021,cbb,11,107
51314428327,bcg,107,275
51314458291,gff,1,67
51314513376,adf,98,340
51314541585,fcg,217,175
51314542627,bec,207,30
51314545338,agc,173,181
51314551502,dba,35,210
51314558874,gbb,19,100
51314561730,dae,129,89
51314569432,gdc,233,98
51314592033,gbf,273,189
51314627298,bbf,148,56
51314640924,abg,30,294
51314648513,ded,151,120
51314661600,gea,155,109
51314669347,ceg,41,181
51314678952,abc,275,218
51314706094,gfe,247,52
51314712739,aad,210,94
51314721679,ccd,173,48
51314753593,gce,143,84
51314755954,gfb,104,256
51314759447,acf,61,185
51314773312,fdc,27,25
51314779115,cbg,269,107
51314782860,fdf,292,162
51314924088,fgb,162,50
51314934573,bcd,174,147
51314945346,egc,231,335
51314949518,cad,156,180
51315060490,gfd,240,252
51315063967,efd,74,131
51315079078,dge,58,17
51315108396,fea,32,93
51315133997,ddd,292,197
51315148664,ecb,145,244
51315157868,cdd,81,30
51315181212,adc,36,77
51315203277,ffb,295,104
51315207532,afb,159,322
51315215695,bfd,67,240
51315216721,abc,74,231
51315230826,ddf,296,161
51315240095,gcg,43,6
51315251171,bcf,131,187
51315262690,fgc,136,151
51315266769,agd,268,245
51315343944,deb,264,61
51315374830,adg,107,207
51315387899,faf,98,171
51315416786,dge,226,15
51315439273,cca,270,268
51315462370,dca,210,119
51315463451,ffg,232,124
51315488934,bff,175,217
51315505877,dab,19,106
51315509245,cad,147,187
51315509842,cdb,96,136
51315542560,bbg,197,95
51315545160,ggb,168,60
51315548824,deg,11,78
51315566450,dcg,211,284
51315571409,fga,228,213
51315580884,cgb,241,130
51315582107,aeb,20,152
51315589273,dbe,121,38
51315633924,dea,292,235
51315646871,dcd,145,174
51315657318,ceb,299,94
51315659395,ede,72,43
51315660067,baf,109,57
51315664237,aga,53,267
51315738847,gbd,210,20
51315762880,gac,79,204
51315781952,efb,158,359
51315792882,dac,196,38
51315795120,ead,229,188
51315802394,fbb,176,128
51315852692,daf,219,119
51315866563,eaa,2,107
51315873706,fgf,242,250
51315883703,bba,256,93
51315898848,dbb,34,60
51315901983,cge,172,182
51315929080,ecf,95,187
51315961311,def,111,144
51315964219,dcc,147,133
51315981551,aea,265,266
51315984578,eaf,138,40
51315986041,dfd,106,243
51316001136,fef,195,74
51316001480,ebd,243,96
51316002408,edd,150,22
51316007540,eed,112,290
51316009971,cbe,267,297
51316028347,adf,67,299
51316073547,gcf,133,98
51316080142,dfe,176,287
51316083710,gga,185,70
51316084224,gcb,228,62
51316118035,agc,181,182
51316126570,acc,150,210
51316131101,bfc,222,127
51316141697,eag,236,217
51316151101,abf,164,64
51316163709,bda,135,160
51316176669,fbb,125,139
51316177023,cce,72,354
51316180414,bca,107,74
51316239761,bfa,107,189
51316245823,ged,121,139
51316248830,gec,99,250
51316268707,ebf,230,194
51316282520,eeg,22,341
51316327799,age,148,111
51316328750,egg,164,157
51316371818,bgb,164,222
51316391675,gbe,266,137
51316406780,ccc,113,259
51316422644,gac,20,165
51316451527,efd,52,142
51316453831,dda,250,183
51316491515,cgd,216,248
51316511312,gfe,194,54
51316515480,ecc,221,283
51316517230,ffd,133,11
51316557437,cef,56,89
51316558755,abb,89,16
51316608817,agb,83,69
51316619291,agf,233,286
51316619642,dad,263,11
51316645048,bcb,277,269
51316649126,gca,195,89
51316656194,ebg,252,135
51316671083,egf,245,117
51316691021,fab,68,11
51316697929,gbb,58,95
51316703894,acg,1,39
51316717048,gag,211,21
51316722232,aac,236,68
51316727278,cfa,262,21
51316734668,gab,212,72
51316757202,cfe,192,219
51316759095,bge,123,191
51316762453,dbf,15,141
51316768339,cfb,153,116
51316769189,egb,165,256
51316781486,aeg,43,56
51316783580,cba,12,142
51316785081,afd,278,54
51316849878,bde,61,212
51316854943,gbd,77,17
51316861658,eaf,255,41
51316902793,gae,180,114
51316905478,bbb,200,211
51316913200,ead,287,184
51316914375,aab,64,225
51316971158,ggb,167,58
51317003397,fcc,46,215
51317004372,bda,46,166
51317004794,edb,24,195
51317059506,bdg,181,71
51317079936,ead,188,150
51317102518,ebg,275,112
51317111065,gcc,292,106
51317140039,eef,235,223
51317148182,gee,28,147
51317164746,ada,168,330
51317259485,fad,196,298
51317264787,edc,2,261
51317281883,gff,242,69
51317293799,cff,127,107
51317319113,cda,234,372
51317326562,cga,152,213
51317350482,fbd,14,170
51317353756,fda,245,89
51317367621,aec,56,301
51317383308,cgf,124,76
51317390573,gag,107,23
51317400934,fgg,225,52
51317402247,add,174,131
51317411209,abd,150,25
51317429741,gfc,266,277
51317445502,eda,121,110
51317445973,aad,39,108
51317475478,eac,230,245
51317484381,fbf,171,63
51317504403,gdg,299,129
51317512995,fad,105,333
51317558805,faa,261,136
51317570891,gaf,186,133
51317571648,aef,228,111
51317574975,cge,69,207
51317577946,cab,211,311
51317589149,bce,178,12
51317603614,ggf,25,210
51317605256,cbg,8,103
51317615064,gad,162,155
51317625635,eaa,21,99
51317645049,eee,236,210
51317654065,ccb,82,36
51317692266,dgb,198,243
51317697401,cbd,281,314
51317721305,bbe,95,116
51317743938,bgf,144,257
51317755859,bfg,64,349
51317756763,fdd,44,134
51317759825,abf,52,71
51317763239,ddb,147,156
51317785397,fcb,188,14
51317789083,dgg,48,164
51317810090,bcg,140,275
51317825654,ceg,58,197
51317826849,gbg,221,7
51317832561,fbg,231,313
51317881613,ade,163,133
51317883431,fef,264,79
51317894199,gcd,100,245
51317919978,daa,140,224
51317937926,cgg,143,112
51317941525,caf,238,5
51317946224,dcf,118,54
51317950272,cee,98,33
51318000551,bfb,168,247
51318014426,fgd,83,82
51318015709,fac,271,284
51318016407,bad,250,261
51318031700,daa,167,210
51318040466,ege,62,5
51318066193,fbe,7,188
51318066724,feb,180,242
51318067766,fbc,24,186
51318073730,bag,159,279
51318097478,bcc,151,165
51318100065,cde,28,129
51318122541,dbg,40,93
51318124185,bae,239,61
51318153310,fdd,199,129
51318162863,bdc,41,282
51318164650,gcb,31,58
51318177637,acb,203,220
51318197901,gec,261,267
51318217770,cac,11,90
51318226404,dfb,144,145
51318226688,cfg,98,65
51318233483,eba,115,97
51318237185,dde,35,114
51318254009,dff,118,55
51318286632,aff,268,220
51318294585,gca,275,85
51318303074,dgc,106,16
51318321652,deg,119,63
51318356883,bdd,243,51
